rank,uid,title,year,venue,url,problem_claimed,actual_mechanism,hidden_assumptions,variables_treated_as_fixed,failure_modes_ignored,what_it_makes_less_novel,what_it_leaves_open
48,arxiv:2011.08177v1,A Long Horizon Planning Framework for Manipulating Rigid Pointcloud Objects,2020,arXiv,http://arxiv.org/abs/2011.08177v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
49,arxiv:2511.12149v1,AttackVLA: Benchmarking Adversarial and Backdoor Attacks on Vision-Language-Action Models,2025,arXiv,http://arxiv.org/abs/2511.12149v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
50,doi:10.3389/frobt.2022.930486,A Modular Vision Language Navigation and Manipulation Framework for Long Horizon Compositional Tasks in Indoor Environment,2022,Frontiers in Robotics and AI,https://doi.org/10.3389/frobt.2022.930486,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
51,doi:10.1177/0278364910386986,Motion planning under uncertainty for robotic tasks with long time horizons,2011,The International Journal of Robotics Research,https://doi.org/10.1177/0278364910386986,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
52,doi:10.1109/tro.2022.3198020,Long-Horizon Multi-Robot Rearrangement Planning for Construction Assembly,2023,IEEE Transactions on Robotics,https://doi.org/10.1109/tro.2022.3198020,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
53,doi:10.66967/jaics.2026.v2i103,Multimodal AI: PaLM-E’s Role in Vision–Language–Robotics & the Future of Efficient Fine-Tuning,2026,Journal of Artificial Intelligence & Control Systems,https://doi.org/10.66967/jaics.2026.v2i103,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
54,arxiv:2507.01424v3,TriVLA: A Triple-System-Based Unified Vision-Language-Action Model with Episodic World Modeling for General Robot Control,2025,arXiv,http://arxiv.org/abs/2507.01424v3,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
55,arxiv:2604.09580v1,OOWM: Structuring Embodied Reasoning and Planning via Object-Oriented Programmatic World Modeling,2026,arXiv,http://arxiv.org/abs/2604.09580v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
56,arxiv:2511.05397v1,EveryDayVLA: A Vision-Language-Action Model for Affordable Robotic Manipulation,2025,arXiv,http://arxiv.org/abs/2511.05397v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
57,doi:10.1177/01423312241262079,Model Predictive Control based on Long-Term Memory neural network model inversion,2025,Transactions of the Institute of Measurement and Control,https://doi.org/10.1177/01423312241262079,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
58,doi:10.1109/icra55743.2025.11128705,Guiding Long-Horizon Task and Motion Planning with Vision Language Models,2025,2025 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra55743.2025.11128705,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
59,doi:10.18653/v1/2025.emnlp-industry.149,VestaBench: An Embodied Benchmark for Safe Long-Horizon Planning Under Multi-Constraint and Adversarial Settings,2025,Proceedings of the 2025 Conference on Empirical Methods in Natural Language Processing: Industry Track,https://doi.org/10.18653/v1/2025.emnlp-industry.149,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
60,doi:10.1002/cav.2290,Nadine: A large language model‐driven intelligent social robot with affective capabilities and human‐like memory,2024,Computer Animation and Virtual Worlds,https://doi.org/10.1002/cav.2290,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
61,doi:10.15607/rss.2023.xix.041,FurnitureBench: Reproducible Real-World Benchmark for Long-Horizon Complex Manipulation,2023,Robotics: Science and Systems XIX,https://doi.org/10.15607/rss.2023.xix.041,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
62,arxiv:2605.27947v1,SANTS: A State-Adaptive Scheduler for World Action Models,2026,arXiv,http://arxiv.org/abs/2605.27947v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
63,arxiv:2602.09022v1,WorldCompass: Reinforcement Learning for Long-Horizon World Models,2026,arXiv,http://arxiv.org/abs/2602.09022v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
64,doi:10.2139/ssrn.6233079,VLM-DEWM: Dynamic External World Model for Verifiable and Resilient Vision-Language Planning in Complex Engineering Environments,,,https://doi.org/10.2139/ssrn.6233079,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
65,doi:10.24963/ijcai.2025/97,External Memory Matters: Generalizable Object-Action Memory for Retrieval-Augmented Long-Term Video Understanding,2025,Proceedings of the Thirty-Fourth International Joint Conference on Artificial Intelligence,https://doi.org/10.24963/ijcai.2025/97,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
66,doi:10.1109/lra.2022.3180108,CALVIN: A Benchmark for Language-Conditioned Policy Learning for Long-Horizon Robot Manipulation Tasks,2022,IEEE Robotics and Automation Letters,https://doi.org/10.1109/lra.2022.3180108,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
67,arxiv:2511.17889v1,MobileVLA-R1: Reinforcing Vision-Language-Action for Mobile Robots,2025,arXiv,http://arxiv.org/abs/2511.17889v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
68,doi:10.1109/icra57147.2024.10610065,ISR-LLM: Iterative Self-Refined Large Language Model for Long-Horizon Sequential Task Planning,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),https://doi.org/10.1109/icra57147.2024.10610065,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
69,arxiv:2504.21716v1,LLM-Empowered Embodied Agent for Memory-Augmented Task Planning in Household Robotics,2025,arXiv,http://arxiv.org/abs/2504.21716v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
70,doi:10.1145/3583136,Recent Trends in Task and Motion Planning for Robotics: A Survey,2023,ACM Computing Surveys,https://doi.org/10.1145/3583136,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
71,doi:10.1049/sil2.12044,A new adaptive fuzzy hybrid unscented Kalman/H‐infinity filter for state estimating dynamical systems,2021,IET Signal Processing,https://doi.org/10.1049/sil2.12044,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
72,doi:10.11591/eei.v14i4.9487,Adaptive fuzzy sliding-mode control for robot manipulator with uncertain model and external disturbance,2025,Bulletin of Electrical Engineering and Informatics,https://doi.org/10.11591/eei.v14i4.9487,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
73,doi:10.1155/2011/506245,An Adaptive Memory Model for Long-Term Navigation of Autonomous Mobile Robots,2011,Journal of Robotics,https://doi.org/10.1155/2011/506245,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
74,doi:10.3390/app16062842,Energy-Efficient Motion Planning for Repetitive Industrial Tasks: An Adaptive Obstacle Modeling Approach,2026,Applied Sciences,https://doi.org/10.3390/app16062842,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
75,arxiv:2512.08188v1,Embodied Tree of Thoughts: Deliberate Manipulation Planning with Embodied World Model,2025,arXiv,http://arxiv.org/abs/2512.08188v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
76,arxiv:2604.05831v1,BiCoord: A Bimanual Manipulation Benchmark towards Long-Horizon Spatial-Temporal Coordination,2026,arXiv,http://arxiv.org/abs/2604.05831v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
77,arxiv:2511.14659v1,NORA-1.5: A Vision-Language-Action Model Trained using World Model- and Action-based Preference Rewards,2025,arXiv,http://arxiv.org/abs/2511.14659v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
78,doi:10.1038/s42256-025-01005-x,Embodied large language models enable robots to complete complex tasks in unpredictable environments,2025,Nature Machine Intelligence,https://doi.org/10.1038/s42256-025-01005-x,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
79,arxiv:2502.00396v2,"Dexterous Cable Manipulation: Taxonomy, Multi-Fingered Hand Design, and Long-Horizon Manipulation",2025,arXiv,http://arxiv.org/abs/2502.00396v2,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
80,doi:10.1038/s42256-021-00320-3,Real-world embodied AI through a morphologically adaptive quadruped robot,2021,Nature Machine Intelligence,https://doi.org/10.1038/s42256-021-00320-3,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
81,doi:10.1016/j.ress.2022.108920,Improved anti-noise adaptive long short-term memory neural network modeling for the robust remaining useful life prediction of lithium-ion batteries,2022,Reliability Engineering & System Safety,https://doi.org/10.1016/j.ress.2022.108920,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
82,doi:10.1016/j.energy.2023.128677,Improved singular filtering-Gaussian process regression-long short-term memory model for whole-life-cycle remaining capacity estimation of lithium-ion batteries adaptive to fast aging and multi-current variations,2023,Energy,https://doi.org/10.1016/j.energy.2023.128677,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
83,doi:10.1080/01691864.2024.2407136,Real-World Cooking Robot System from Recipes Based on Food State Recognition Using Foundation Models and PDDL,2024,arXiv,http://arxiv.org/abs/2410.02874v2,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
84,arxiv:2411.18201v1,Learning for Long-Horizon Planning via Neuro-Symbolic Abductive Imitation,2024,arXiv,http://arxiv.org/abs/2411.18201v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
85,doi:10.1038/s41539-025-00373-8,Motor learning mechanisms are not modified by feedback manipulations in a real-world task,2025,npj Science of Learning,https://doi.org/10.1038/s41539-025-00373-8,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
86,doi:10.1016/j.energy.2022.124224,An improved feedforward-long short-term memory modeling method for the whole-life-cycle state of charge prediction of lithium-ion batteries considering current-voltage-temperature variation,2022,Energy,https://doi.org/10.1016/j.energy.2022.124224,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
87,doi:10.3390/s22020634,A Trust Management Model for IoT Devices and Services Based on the Multi-Criteria Decision-Making Approach and Deep Long Short-Term Memory Technique,2022,Sensors,https://doi.org/10.3390/s22020634,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
88,doi:10.66279/292sm294,Vision Language Action Models for Embodied Intelligence A Structured Taxonomy Critical Analysis and Future Research Directions,2026,Computational Discovery and Intelligent Systems (CDIS),https://doi.org/10.66279/292sm294,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
89,arxiv:2606.01164v1,"Towards Interactive Video World Modeling: Frontiers, Challenges, Benchmarks, and Future Trends",2026,arXiv,http://arxiv.org/abs/2606.01164v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
90,arxiv:2603.13315v2,Bi-HIL: Bilateral Control-Based Multimodal Hierarchical Imitation Learning via Subtask-Level Progress Rate and Keyframe Memory for Long-Horizon Contact-Rich Robotic Manipulation,2026,arXiv,http://arxiv.org/abs/2603.13315v2,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
91,arxiv:2605.12090v1,World Action Models: The Next Frontier in Embodied AI,2026,arXiv,http://arxiv.org/abs/2605.12090v1,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
92,doi:10.1109/lra.2025.3619794,Diffusion Trajectory-guided Policy for Long-horizon Robot Manipulation,2025,arXiv,http://arxiv.org/abs/2502.10040v2,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
93,arxiv:2310.15127v2,Open-Ended Instructable Embodied Agents with Memory-Augmented Large Language Models,2023,arXiv,http://arxiv.org/abs/2310.15127v2,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
94,arxiv:2309.00987v2,Sequential Dexterity: Chaining Dexterous Policies for Long-Horizon Manipulation,2023,arXiv,http://arxiv.org/abs/2309.00987v2,Addresses adaptive world models for long-horizon robot tasks or a neighboring robotics mechanism.,"Prior work usually predicts, ranks, filters, or imitates observed behavior rather than preserving unrealized branches.",The observed outcome is enough to supervise the model.,"Contact mode support, embodiment limits, and deployment perturbations.","Branch collapse, hidden-mode shift, and tail-risk planning failures.",Generic world models and generic uncertainty are crowded.,Embodied model repair memory keeps action-critical alternatives explicit until a physical observation collapses them.
